VAR_001,VAR_003,VAR_004,VAR_005,VAR_006,VAR_007,VAR_008,VAR_009,VAR_010,VAR_011,VAR_012,VAR_017,VAR_018,VAR_019,VAR_020,VAR_021,VAR_022,VAR_023,VAR_031,VAR_055
2210904,4141,-0.73,36.05,100,69.61,2.27,96.07,55.41,174.89,8.23,54.73,36.19,11.31,1069,32.31,0.57,80.72,9011.75,5.44
2210938,6220,-0.01,25.4,99.68,87.79,1.41,98.09,91.66,104.57,8.43,33.3,16.72,3.25,2580,30.31,0.46,81.73,11305.35,30.31
2210953,2949,0.57,54.92,100,82.29,0.1,82.39,47.16,105.99,6.82,56.11,18.1,1.85,1251,44.79,0.54,74.88,10339.42,1.86
2210979,2316,-1.02,47.29,100,91.15,0.11,94.94,75.17,139.18,8.22,39.55,19.79,4.55,1480,40.24,0.48,76.93,11931.15,5.82
2211001,866300,0.52,94.27,83.27,94.15,40.17,99,95.99,1380.36,10.36,14.6,51.17,15.94,409603,17.49,0.61,88.42,27430.28,622.66
2211100,46119,0.65,49.15,99.73,56.85,31.29,81.48,50.43,171.08,8.57,43.67,20.78,4.61,14715,24.27,0.52,84.89,9413.79,39.39
2211209,25203,1.88,76.95,98.77,87.76,9.56,92.32,77.97,555.15,8.2,29.7,33.09,8.14,8004,22.07,0.53,86.1,129458.67,3
2211308,22279,0.77,77.72,98.48,91.68,1.97,98.72,82.74,371.41,9.52,28.5,33.38,8.36,8693,25.65,0.53,84.15,13832.67,16.7
2211357,5055,0.24,23.35,99.94,21.97,0.66,55.1,28,106.03,7.94,54.59,17.85,5.31,2268,31.56,0.57,81.09,9034.44,11.22
2211407,4417,0.15,59.52,99.57,83.24,0.43,92.11,72.78,156.76,9.14,42.66,22.11,7.71,1624,39.14,0.51,77.43,9355.32,18.68
2211506,3185,0.54,32.35,100,69.53,1.47,93.28,46.52,76.01,8.5,58.19,14.36,1.36,1417,44.79,0.58,74.88,10083.52,9.31
2211605,2935,-0.39,24.67,99.91,37.69,0.37,93.23,59.19,174.28,7.63,47.16,19.52,5.98,1449,44.79,0.6,74.88,12618.45,13.24
2211704,4059,-0.44,27.24,99.93,80.06,7.34,94.31,46.65,87.43,9.38,49.94,17.6,3.29,1450,39.15,0.51,77.43,8485.79,15.01
2300101,10038,-0.34,43.37,99.89,52.07,3,93.48,50.93,99.96,9.7,44.64,36.01,5.17,3796,28.88,0.48,81.65,9859.67,55.51
2300150,14027,0.22,52.04,98.69,86.39,32.28,95.7,90.7,127.32,9.14,32.88,35.15,4.53,5407,36.94,0.43,77.53,11888.66,107.9
2300200,65264,1.11,49.07,94.82,67.63,8.31,92.06,70.25,173.31,10.03,51.22,21.4,4.18,22732,26.99,0.6,82.68,16051.99,77.47
2300309,44962,-1.09,49.31,96.04,64.51,28.71,91.33,62.78,147.84,9.94,45.21,20.6,4.36,20411,33.84,0.57,79.08,10322.74,19.95
2300408,14076,-1.17,24.38,98.6,60.88,17.02,81.78,59.44,88.42,8.79,52.55,19.16,4.21,6575,28.59,0.53,81.81,8621.26,5.77
2300507,11369,0.37,32.01,97.25,47.91,22.09,77.35,81.19,140.45,9.43,37.34,26.81,5.33,4012,28.24,0.46,82,8289.87,83.74
2300606,6782,-0.09,72.3,99.56,92.35,16.7,97.1,91.19,133.83,10.36,49.56,26.61,6.7,2059,24.16,0.55,84.24,9680.24,93.32
2300705,14155,-0.62,49.15,96.16,79.93,23.65,97.37,69.47,95.79,9.12,36.02,20.29,3.4,6688,24.06,0.48,84.3,14447.21,12.34
2300754,42156,0.61,40.65,95.37,48.85,7.91,86.39,49.07,115.88,10.25,57.54,25.79,5.98,14815,26.47,0.56,82.96,15057.63,35.88
2300804,7245,0.31,71.58,99.04,85.81,47.49,97.38,83.73,167.48,9.39,43.92,22.9,3.77,2558,24.4,0.51,84.11,10666.5,27.9
2300903,12928,-0.46,41.45,93.78,78.67,10.91,98,72.82,98.97,10.63,49.77,29.66,5.95,4995,30.27,0.54,80.92,8206.35,23.77
2301000,80645,0.87,92.37,90.37,26.37,14.88,97.41,90.23,440.43,9.05,24.19,31.05,5.12,31100,21.72,0.48,85.64,47245.19,167.93
2301109,75113,0.69,63.67,95.98,78.9,26.49,94.3,88.49,313.03,10.39,31.68,35.81,7.07,29946,30,0.53,81.06,22637.56,61.21
2301208,25553,0.07,54.1,98.26,71.14,7.53,94.03,87.09,130.42,9.46,42.69,26.05,4.99,10160,26.7,0.51,82.83,10015.85,39.68
2301257,11096,0.46,46.76,97.8,88.26,0.51,95.33,58.41,80.48,9.77,51.04,25.74,4.5,3646,26.07,0.53,83.18,9722.66,32.42
2301307,19783,-0.37,61.56,99.33,61.09,23.27,81.71,63.93,122.05,9.12,56,18.82,4.77,7161,26.76,0.56,82.8,9581.32,18.03
2301406,11224,-0.57,32.69,99.47,30.68,19.42,94.33,64.63,106.33,9.98,46.35,29.82,5.45,4835,23.93,0.49,84.38,12896.07,93.72
2301505,7429,-0.24,50.71,99.81,64.79,18.08,89.77,63.68,92.78,9.7,40.76,28.71,5.47,3119,30.38,0.53,80.86,8947.96,6.95
2301604,21697,-0.26,53.25,96.33,64.2,11.97,91.59,69.26,126.93,9.61,45.07,23.29,5.5,8244,22.62,0.59,85.12,10080.26,18.78
2301703,23714,-0.29,48.14,98.15,57.68,12.46,94.99,58.3,159.47,9.1,45.69,27.56,6.08,8588,25.93,0.53,83.26,8824.53,26.77
2301802,5704,-0.46,54.83,99.3,74.24,13.23,95.57,67.88,147.48,9.41,35.89,32.4,4.57,2481,26.05,0.46,83.19,10690.19,39.19
2301851,17195,-0.05,50.55,94.23,85.46,32.61,88.76,58.48,158.69,9.97,48.92,26.75,5.51,5781,23.3,0.55,84.73,14199.25,15.91
2301901,75033,2.54,68.73,96.48,70.04,20.38,98,88.86,472.51,10.4,28.35,43.76,8.52,24581,17.23,0.51,88.3,21815.78,123.38
2301950,22392,0.68,41.52,97.29,59.44,15.21,98.09,80.14,126.28,9.57,41.44,32.38,6.01,6708,24.61,0.5,83.99,10566.4,86.12
2302008,19381,-0.87,61.17,99.52,66.82,16.02,96.27,70.17,136.46,9.67,41.46,28.82,7.18,7086,26.92,0.5,82.71,10599.42,27.25
2302057,14567,0.05,67.49,96.8,70.18,14.91,90.68,71.02,84.95,10.22,55.93,20.47,5.76,4384,34.58,0.55,78.7,8848.31,37.78
2302107,35218,0.47,73.34,91.72,72.34,43.32,98.05,84.08,222.76,10.13,34.41,31.98,5.15,13288,27.81,0.48,82.23,12408.24,112.13
2302206,53114,0.66,43.83,96.57,27.79,9.35,90.16,75.31,168.17,10.02,38.18,27.83,4.82,20915,23.4,0.55,84.67,19497.48,33.26
2302305,32775,0.53,42.09,94.98,63.77,22.99,95.66,53.25,136.01,10.31,51.91,22.95,4.76,13487,26.67,0.55,82.85,9809.26,38.92
2302404,50411,-0.33,50.68,91,71.38,42.86,92,62.11,118.13,8.87,48.83,22.82,4.03,20238,25.08,0.59,83.73,9861.34,17.78
2302503,51090,1.03,62.08,97.61,82.36,59.62,98.61,79.93,316.71,9.02,32.29,39.06,9.38,17926,25.18,0.52,83.67,16277.2,78.04
2302602,62326,0.3,74.23,95.55,85.47,43.28,95.94,76.92,256.47,9.95,45.76,31.34,4.88,23149,32.77,0.56,79.62,13087.13,55.63
2302701,25135,-0.43,71.99,95.69,75.17,28.86,91.74,78.07,188.89,10.57,46.64,28.72,6.18,11540,25.04,0.58,83.75,10626.15,23.22
2302800,74174,0.11,62.94,93.66,65.42,26.47,89.88,68.31,219.28,9.15,45.24,30.79,7.02,24467,25.72,0.58,83.37,11761.86,24.46
2302909,17254,0.14,36.41,99.66,53.42,8.22,92.93,64.63,144.21,10.31,52.79,32.73,5.38,5360,32.4,0.57,79.81,9916.38,76.16
2303006,16377,-1.63,57.56,97.44,74.9,3.88,84.4,74.84,73.92,8.18,47.06,23.34,4.17,6338,23.21,0.5,84.78,8090.43,17.68
2303105,17632,-0.17,45.24,98.63,90.16,26.2,95.6,78.54,91.79,10.09,49.87,24.83,4.98,6308,28.7,0.54,81.75,10455.04,23.34
2303204,26320,0.03,53.16,99.18,66.7,5.46,94.82,63,105.15,9.66,45.21,20.16,5.27,11888,32.42,0.51,79.8,9372.28,41.5
2303303,17015,-0.61,44.76,97.95,58.74,4.04,94.61,72.21,79.08,9.71,44.85,23.23,3.18,6390,28.22,0.52,82.01,9678.31,16.42
2303402,17210,0.33,47.53,95.89,85.48,1.19,98.37,89.51,110.29,10.32,49.64,19.54,4.71,6656,26.62,0.53,82.88,9388.72,47.38
2303501,72720,0.82,84.9,95.48,51.3,4.35,96.33,83.86,208.6,9.74,31.25,28.99,4.48,28295,20.92,0.48,86.1,14777,86.77
2303600,10243,-4.89,46.56,95.56,69.16,29.96,92.99,67.19,83.6,8.93,42.19,27.27,5.35,7470,25.8,0.51,83.33,7324.19,20.98
2303659,10444,0.51,54.21,97.44,72.47,18.39,89.36,64.42,133.36,10.38,48.19,27.5,6.56,3237,35.34,0.53,78.33,10766.7,13.32
2303709,355679,0.89,89.18,78.38,80.21,47.36,98.57,93.48,324.58,9.71,22.82,40,5.18,143574,18.84,0.48,87.56,28229.51,290.77
2303808,22344,-0.86,61.81,98.13,86.06,14.24,94.02,68.1,175.91,9.51,39.13,33.9,5.84,9241,27.9,0.56,82.18,9656.59,30.61
2303907,12462,-0.1,72.68,98.67,74.09,0.33,81.36,77.74,157.43,10.25,49.91,26.05,6.2,4337,35.39,0.5,78.3,8413.49,52.53
2303931,12113,-0.49,29.52,98.37,47.21,5.53,73.91,27.77,81.74,9.94,60.78,23.53,5.81,3586,23.45,0.58,84.64,13153.2,14.86
2303956,20163,0.17,60.41,99.29,57.27,0.71,80.23,80.08,149.41,9.35,36.15,25.99,4.16,7546,29.99,0.5,81.07,12830.19,68.02
2304004,20953,-0.31,64.79,97.55,81.04,17.98,89.06,68.33,125.79,10.04,47.57,26.13,5.54,8160,26.9,0.51,82.73,9643.95,27.92
2304103,76390,0.4,72.3,94.3,78.5,50.49,94.82,80.55,390.87,9.25,37.07,34.93,9.1,27007,21.79,0.6,85.59,12661.3,25.62
2304202,131050,0.65,83.11,92.88,89.4,43.32,98,91.54,577.09,10.47,24.54,46.73,12.38,55009,17.67,0.57,88.91,13976.14,115.14
2304236,17481,0.2,52.95,96.97,95.97,15.81,97.66,90.25,72.64,10.45,58.91,19.47,2.68,5138,26.62,0.57,82.88,12331,25.1
2304251,29761,2.18,42.57,91.73,83.42,2.37,97.79,75.65,191.81,10.04,46.29,22.52,4.16,10606,28.03,0.58,82.11,14834.67,88.6
2304269,8932,-0.15,45.44,99.82,71.35,1.5,94.02,61.96,68.62,10.17,45.38,23.92,2.19,3720,30.01,0.5,81.06,10402.46,18.96
2304277,6474,-0.41,50.56,98.13,72.46,2.09,97.6,66.46,104.21,9.14,39.25,29.92,6.04,2729,27.74,0.46,82.27,11123.49,17.84
2304285,74170,4.06,100,69.89,78.17,34.83,99.71,99.5,2165.77,10.13,22.03,40.53,7.06,21552,20.67,0.65,86.25,65008.58,941.03
2304301,18217,-0.62,46.67,96.54,75.88,14.98,94.53,79.73,123.23,10.73,48.78,31.08,6.87,7085,24.16,0.54,84.24,10462.89,34.34
2304350,24173,0.94,71.02,94.62,93.25,64.38,97.26,85.51,138.63,10.3,29.57,32.01,4.94,9324,26.5,0.45,82.94,12356.43,42.5
2304400,2428708,-0.11,100,69.23,90.74,71.72,99.75,99.62,1374.45,10.04,12.14,53.78,14.79,1228559,16.9,0.61,88.99,27164.45,7775.52
2304459,17294,1.31,64.84,97.79,58.3,2.73,97.88,89.1,179.96,9.44,39.33,27.85,5.01,5786,31.56,0.51,80.25,18625.44,60.68
2304509,15657,1.42,58.78,91.97,76.94,17.99,94.8,79.39,218.17,9.36,45.88,29.14,7.7,5161,29.18,0.53,81.5,19437.91,74.46
2304608,6734,-0.06,58.67,98.77,85.91,13.36,96.99,69.81,96.27,9.61,43.35,17.48,4.83,2239,29.58,0.51,81.28,11196.45,29.23
2304657,13801,-0.14,38.64,96.5,63.87,8.26,95.34,60.95,122.32,9.74,55.15,27.4,8.08,4158,27.56,0.55,82.36,8998.32,53.3
2304707,53344,0.26,49.18,98.49,54.84,9.09,76.67,49.84,96.52,9.46,63.91,19.91,6.5,17822,23.36,0.62,84.69,8508.38,20.03
2304806,4841,-0.31,29.6,99.68,80.39,23.44,94.22,69.61,106.66,9.31,46.36,24.41,2.52,2018,35.72,0.51,78.13,10730.92,43.41
2304905,10910,0.61,69.18,95.58,93.17,40.33,97.73,81.09,199.6,10.37,31.9,30.09,5.14,4703,33.84,0.47,79.08,9872.09,70.08
2304954,24325,0.29,78.36,98.31,87.06,18.13,98.49,91.38,93.52,9.3,40.45,28.38,4.28,9230,25.2,0.47,83.66,8751.83,95
2305001,42053,0.73,46.07,93.14,89.6,12.45,98.05,86.62,163.69,9.52,43.42,20.34,3.9,16784,23.68,0.51,84.52,16353.68,67.33
2305100,5654,0.01,59.92,99.16,35.18,16.86,97.86,92.07,177.56,9.34,35.52,33.98,5.18,1729,31.3,0.47,80.38,15847.79,62.26
2305209,17855,-0.47,57.2,96.45,65.32,3.75,89.75,68.93,117.61,9.38,44,25.58,5.6,6860,23.95,0.51,84.36,9193.31,19.27
2305233,74755,2.56,92.5,88.85,75.01,24.72,99.82,97.63,218.32,9.29,22.32,39.65,4.01,24682,21.64,0.42,85.68,30381.03,465.6
2305266,11956,-0.66,34.41,97.69,54.89,3.73,73.27,48.92,90.87,8.86,54.03,20.99,3.27,4248,26.81,0.55,82.77,9881.62,13.6
2305308,23965,0.08,45.12,95.61,58.56,5.72,97.56,89.14,174,9.94,38.71,21.44,5.23,10436,25.24,0.47,83.64,13850.18,57.87
2305332,11611,0.2,50.66,94.89,77.17,24.42,95.02,74.5,107.97,9.94,53.82,34.6,6.64,3609,26.88,0.52,82.74,9815.44,27.39
2305357,21433,1.28,31.46,98.51,85.54,1.67,97.42,95.17,239.89,8.66,33.32,28.13,4.54,8087,27.08,0.47,82.62,20364.73,50.86
2305407,62642,-0.35,46.54,93.17,73.46,33.85,95.43,63.52,171.82,9,42.14,30.05,5.97,23300,32.17,0.55,79.93,10797.31,33.57
2305506,98064,0.24,77.34,93.83,86.37,34.28,98.75,87.79,399.11,9.49,24.31,37.21,6.76,44135,18.54,0.54,87.51,18380.39,98.83
2305605,24024,-0.52,44.86,96.04,59.6,31.46,91.15,47.9,158.6,9.92,45.52,27.48,4.3,10270,26.87,0.55,82.74,11712.06,7.46
2305654,11575,0.17,36.46,98.02,72.67,2.23,92.81,76.21,77.52,9.79,55.78,24.83,4.32,3163,25.56,0.55,83.46,9841.12,16.42
2305704,12083,0.05,59.4,98.23,69.3,29.49,97.15,72.94,118.92,8.91,36.35,29.12,7.05,4318,32.73,0.63,79.64,11469.63,43.7
2305803,41081,0.16,63.48,93.02,71.36,16.07,97.38,83.05,204.06,8.82,42.15,27.19,6.81,15475,26.31,0.56,83.05,12333.79,65.62
2305902,36798,-0.24,48.49,98.08,88.86,16.93,94.98,59.19,107.3,9.61,51.9,24.78,3.87,13934,31.42,0.56,80.32,8620.09,24.81
2306009,14001,0.14,71.56,94.66,87.26,30.51,97.66,82.17,184.91,10.38,33.85,33.65,5.8,5911,31.86,0.55,80.09,13607.57,16.68
2306108,23915,0.58,64.25,97.31,74.83,33.29,93.52,77.78,126.71,10.24,56.58,35.28,6.01,6244,27.56,0.61,82.36,9009.98,16.31
2306207,7536,0.25,58.49,99.61,82.07,0.64,97.27,96.91,186.36,10.97,26.94,32.97,6.61,3521,26.88,0.44,82.74,10482.61,35.28
2306256,64650,5.47,99.3,94.86,95.06,8.84,99.57,98.27,375.6,9.1,29.31,30.1,2.36,13051,25.2,0.45,83.66,32560.63,420.66
2306306,46426,-0.29,70.3,88.13,76.74,30.49,94.24,86.61,162.11,9.56,42.45,27.89,4.42,19549,26.68,0.54,82.84,11124.48,107.42
2306405,131123,1.02,57.65,91.64,68.47,31.91,95.39,71.35,222.1,9.79,45,35.59,5.46,48465,26.47,0.56,82.96,13547.33,81.93
2306504,17841,-0.41,47.35,98.79,63.4,5.77,95.18,62.47,92.63,9.27,46.42,26.33,4.85,6144,23.93,0.5,84.38,8246.45,30.07
2306553,42957,1.15,42.53,93.14,56.77,7.68,92.31,61.8,143.54,10.16,49.01,23.35,3.05,15495,27.83,0.53,82.22,18001.79,60.09
2306603,20424,0.38,50.4,99.22,51.48,16.54,72.07,53.44,103.19,8.83,53.79,20.76,4.71,5934,29.14,0.54,81.52,7903.96,24.62
2306702,17232,-0.33,47.41,96.93,71.8,6.53,94.58,54.38,159.09,9.46,47.29,27.14,4.02,6214,23.71,0.56,84.5,12498.97,9.43
2306801,10356,0,69.35,98.19,92.56,62.57,98.87,85,151.03,9.74,32.21,27.02,6.36,4328,31.42,0.45,80.32,13298.99,16.62
2306900,33726,-0.17,67.62,93.17,90.18,62.38,98.29,72.16,285.42,9.46,37.3,26.75,6.22,14585,26.58,0.52,82.9,16222.68,17.97
2307007,31701,-0.04,59.36,98.58,81.65,13.43,96.01,92.04,180.12,9.84,34.35,25.73,3.27,15480,23.26,0.47,84.75,16694.97,37.1
2307106,27411,0.26,33.7,98.57,46.88,31.25,89.24,56.23,170.09,9.58,45.8,26.69,5.36,9972,23.27,0.53,84.75,10819.64,50.3
2307205,7861,0.1,58.6,99.62,71.98,28.66,96.76,83.09,184.59,9.97,41.91,37.33,5.83,3640,23.65,0.5,84.53,15917.63,21.34
2307254,25555,3.48,32.68,87.09,79.26,19.64,98.42,83.92,286.2,10.45,36.4,28.8,7.02,7937,34.04,0.59,78.98,27106.16,122.26
2307304,286120,1.13,96.07,93.57,94.16,41.32,99.49,97.37,512.31,10.14,23.43,43.04,8.71,113751,19.43,0.54,87.83,18381.08,1105.62
2307403,23922,0.04,59.44,98.97,79.71,22.92,94.6,76.33,159.59,9.82,44.11,23.59,4.65,7584,24.4,0.49,84.11,12801.05,25.44
2307502,30802,-0.06,58.32,96.64,69.63,30.46,95.44,65.2,147.78,8.27,46.26,32.51,7.64,10173,23.44,0.6,84.65,10906.84,32.59
2307601,59560,0.64,57.73,87.27,91.42,36.17,99.6,94.27,452.72,9.52,21.09,35.94,7.25,25201,19.22,0.49,87.1,23631.38,80
2307635,16896,-0.4,49.29,95.65,60.84,13.12,95.43,69.14,96.06,9.85,49.8,26.81,4.96,5534,23.45,0.58,84.64,8728,16.93
2307650,234509,0.96,99.32,91.74,96.95,53.53,99.36,98.76,324.92,10.23,18.97,46.35,3.92,94848,21.72,0.43,85.64,53410.24,2231.91
2307700,105093,-0.68,76,94.27,87.83,31.89,97.35,94.51,210.1,9.91,25.4,40.01,4.02,45593,21.72,0.44,85.64,12527.08,180.11
2307809,25799,0.36,62.48,91.57,80.18,11.86,97.77,83.75,136.06,9.28,41.45,25.24,4.63,10131,31.6,0.54,80.22,14052.51,44.98
2307908,10846,0.5,78.39,99.11,72.63,4.65,90.83,68.69,98.9,9.72,51.02,32.6,8.92,3699,26.67,0.59,82.85,8444.53,35.74
2308005,37697,0.58,68.15,97.88,76.81,29.59,85.72,81.5,127.06,10.03,41.67,28.1,5.03,13670,23.33,0.47,84.72,9626.56,66.39
2308104,45561,0.08,52.63,99.01,64.67,12.16,95.95,68.38,146.05,9.83,48.76,27.92,6.02,17211,24.41,0.56,84.1,10698.7,42.22
2308203,15157,0.91,54.19,97.7,58,7.9,94.92,83.13,151.49,8.79,35.68,28.38,3.82,5561,26.32,0.47,83.04,8445.56,99.95
2308302,25900,-0.47,47.87,99.3,60.43,27.69,97.45,60.39,239.56,9.07,36.4,29.97,5.42,10570,23.57,0.47,84.58,10477.64,44.72
2308351,14123,0.68,45.61,98.2,56.46,23.39,94.53,60.06,155.31,9.71,44.12,30.68,5.45,4059,22.43,0.54,85.23,14874.7,28.13
2308377,14196,0.82,53.49,99.13,71.31,3.66,87.86,71.12,67.73,10.09,64.35,27.12,6.35,3543,23.33,0.64,84.72,8062.95,20.03
2308401,36822,0.69,44.99,99.38,78.45,7.69,96.05,62.86,183.47,9.79,44.81,24.69,5.27,14881,27.8,0.57,82.23,14506.46,60.04
2308500,37735,-0.96,44.08,95.38,57.36,37.74,94.25,59.31,126.12,9.22,45.53,22.08,3.85,16391,31.46,0.54,80.29,10174.82,17.84
2308609,17149,0.19,56.04,96.04,66.83,13.45,95.02,64.8,154.45,8.99,49.73,28.55,6.64,6574,24.26,0.55,84.19,9308.34,19.21
2308708,61443,-0.08,57.04,93.13,88.09,17.59,96.79,74.18,205.73,9.08,39.18,28.99,7.36,22850,26.99,0.52,82.68,20731.68,22.23
2308807,8254,0.21,44.66,95.17,69.89,20.18,84.76,68.01,138.39,9.43,58.9,26.09,5.82,3108,25.07,0.51,83.74,8555.95,19.92
2308906,22753,0.78,46.43,97.56,67.28,24.37,90.8,69.33,91.95,9.6,54.57,25.09,4.64,7452,26.67,0.54,82.85,8462.73,55.28
2309003,13666,-0.28,64.29,98.48,79.84,22.77,95.57,83.54,157.02,9.82,46.25,24.26,7.29,4885,32.07,0.57,79.98,9016.67,71.11
2309102,10569,0.86,36.55,96.34,48.35,29.62,96.34,87.58,96.3,9.33,47.55,27.42,4.68,4299,26.7,0.55,82.83,11197.64,107.9
2309201,15399,0.69,68.01,98.18,74.58,44.59,93.4,87.41,139.4,9.88,46.47,26.85,6.78,5797,23.27,0.57,84.75,10341.85,54.49
2309300,30699,-0.07,75.07,95.77,87.84,32.89,97.27,85.56,208.63,9.87,33.63,25.57,6.45,13332,27.66,0.5,82.31,10371.24,41.66
2309409,27545,0.03,51.83,98.98,90.99,28.55,93.87,72.82,125.18,10.04,50.09,18.8,3.37,9191,26,0.6,83.22,9854.38,29.07
2309458,24493,0.16,31.68,98.52,85.64,5.62,96.3,80.3,94.26,9.97,49.99,23.11,4.25,7711,24.61,0.53,83.99,10972.95,32.1
2309508,19675,-0.69,74.91,97.17,91.06,42.81,98.79,84.63,154.86,9.25,33.03,25.98,3.86,8863,20.87,0.49,86.13,10256.74,34.07
2309607,70983,1.16,81.95,94.41,61.53,5.45,98.18,93.47,216.74,9.91,24.7,35.65,4.31,28968,21.64,0.47,85.68,18349.45,283.59
2309706,81524,1.09,85.89,88.04,96.27,62.38,99.59,96.09,196.32,9.77,22,44.89,3.7,31809,23.17,0.44,84.81,14421.49,611.88
2309805,11186,-0.43,40.88,97.24,47.17,27.35,99.07,91.15,120.43,9.28,37.95,31.86,6.84,4962,24.23,0.5,84.21,12049.56,99.49
2309904,6175,-0.1,62.2,96.91,82.26,35.29,95.59,83.77,167.37,9.99,41.68,30.66,6.14,2491,29.43,0.5,81.36,9130.3,69.89
2310001,9346,0.44,50.92,96.87,82.59,8.51,98.5,62.07,127.35,10.33,34.53,32.05,5.41,4013,34.04,0.47,78.98,10443.35,21.39
2310100,10242,-1.31,41.29,99.41,59.74,14.86,94.17,70.6,96.14,9.06,45.85,32.7,8.04,3577,29.95,0.63,81.09,8494.35,79.46
2310209,38980,1.58,65.08,94.75,27.75,12.55,95.42,90.24,291.46,10,36.59,33.48,6.5,13271,29.34,0.55,81.41,15648.56,127.91
2310258,32216,0.64,44.72,97.3,62.5,24.62,95.3,79.96,181.42,9.42,38.48,28.78,4.39,13224,30.94,0.5,80.57,16102.82,111.39
2310308,31445,-0.01,45.05,99.4,48.38,30.51,88.86,53.87,61.56,10.11,51.58,16.74,2.64,11696,25.8,0.53,83.33,9196.54,13.59
2310407,10384,-1.03,48.99,97.9,65.4,12.65,90.04,60.66,90.53,10.01,49.98,23.89,4.48,3460,30.26,0.52,80.92,9034.57,19.26
2310506,40187,-0.35,58.51,98.24,54.46,36.66,94.64,65.63,100,9.69,41.95,22.38,4.81,13935,23.23,0.5,84.77,8992.69,30.86
2310605,8972,0.65,77.79,99.93,81.98,63.34,98.9,86.4,211.62,10.11,34.26,40.34,9.94,3980,26.46,0.45,82.96,13268.38,59.6
2310704,37813,0.49,60.44,94.85,80.51,25.82,96.65,68.14,169.43,9.85,44.8,34.26,4.62,13053,31.55,0.56,80.25,12741.76,27.4
2310803,15274,-0.26,34.48,98.83,51.6,8.52,95.27,56.24,223.96,9.2,51.12,24.89,4.29,6062,23.71,0.53,84.5,34273.12,35.04
2310852,23391,2.05,60.38,95.82,27.33,5.38,94.45,91.04,210.23,9.46,30.09,29.26,3.55,7882,27.65,0.45,82.31,13110.66,315.95
2310902,16616,0.6,48.1,99.32,79.69,7.83,93.9,63.83,97.12,9.16,48.21,26.23,3.21,5308,23.23,0.52,84.77,9418.47,28.18
2310951,10606,0.27,32.83,97.12,59.61,1.29,95.86,76.97,66.19,10.4,52.34,22.37,6.46,3061,24.98,0.51,83.78,7621.25,43.38
2311009,12065,0.05,64.98,96.94,71.9,23.35,96.11,64.95,121.11,9.28,53,24.82,7.27,4072,29.25,0.54,81.46,8852.69,9.2
2311108,17050,1.05,41.09,99.55,79.95,23.86,97.34,56.1,166.33,9.42,47.62,29.46,4.96,5994,25.66,0.49,83.41,12491.62,75.82
2311207,8833,-1.25,55.61,99.01,71.69,6.22,91.16,70.03,135.22,8.34,53.53,22.9,5.71,4244,26.76,0.58,82.8,9903.27,25.73
2311231,5974,-0.21,44.12,97.65,50.12,13.14,90.9,80.43,91.84,9.5,43.54,25.41,4.85,2740,27.74,0.5,82.27,14998.54,14.6
2311264,20213,0.12,31.65,99.04,61.51,16.89,89.63,52.49,86.77,10.04,49.89,20.92,5.16,7937,23.99,0.55,84.34,8694.35,19.4
2311306,84168,0.36,71.32,93.64,76.15,48.5,89.13,78.98,319.36,9.69,36.21,35.23,5.86,32264,23.83,0.53,84.43,12484.6,41.66
2311355,15910,-0.12,32.86,98.97,75.89,28.79,93.8,46.57,107.93,10.34,45.02,21.19,3.09,6678,33.56,0.51,79.22,12336.81,26.28
2311405,82177,0.97,60.41,95.74,76.63,48.82,96.1,67.44,195.17,9.35,38.37,30.62,5.51,29490,21.56,0.56,85.73,17008.8,24.71
2311504,20874,0.19,61.46,96.06,91.95,7.46,99.17,92.96,187.21,9.73,34.25,24.93,4,7812,24.06,0.44,84.3,28397.62,34.05
2311603,27214,-0.12,57.29,97.24,78.23,5.34,95.08,84.2,149.52,9.3,38.32,27.49,3.35,10635,28.46,0.5,81.88,14018.29,109.74
2311702,18606,-0.22,54.43,95.47,76.85,2.43,91.49,72.99,196,9.72,50.02,28.47,7.4,6370,26.47,0.6,82.96,10433.27,49.89
2311801,72928,0.29,64.37,94.63,80.85,26.98,98.43,91.28,296.52,10.48,22.09,34.79,5,33340,21.28,0.46,85.89,14563.46,45.27
2311900,13854,-1.09,53.68,99.55,55.83,15.92,86.38,59.32,92.77,9,50.76,21.92,6.29,6444,35.77,0.54,78.11,10779.74,10.03
2311959,16633,0.6,40.53,98.77,30.35,5.81,55.93,43.1,54.89,8.94,53.46,15.16,2.98,6350,32.07,0.49,79.98,9529.97,20.63
2312007,30628,0.18,51.33,96.38,67.36,36.96,87.25,51.16,143.73,8.84,59.47,26.58,6.02,9790,27.56,0.66,82.36,8525.54,31.49
2312106,16954,-0.13,51.38,99.75,59.17,18.79,89.63,65.51,111.01,10.32,56.11,22.16,6.13,6531,23.27,0.56,84.75,8985.52,19.83
2312205,40183,-0.52,52.05,94.68,70.37,29.56,91.42,67.91,167.8,9.82,48.79,28.32,6.96,15422,23.95,0.56,84.36,14495.07,9.43
2312304,47640,0.5,55.58,92.97,79.53,26.81,98.24,89.29,228.3,9.64,42.61,23.64,5.43,19397,25.85,0.51,83.3,12970.59,135.79
2312403,54143,1.86,65.02,93.16,44.04,28.71,95.26,90.81,297.96,10.28,33.04,39.44,5.03,18035,23.98,0.51,84.34,175103.17,64.25
